idnumber,smiles
HMDB0034015,COc1cc2oc3cc(O)ccc3c(=O)c2c(O)c1CC=C(C)C
HMDB0034016,CCCc1cc(=O)oc2c(C(=O)CC(C)C)c(O)c3c(c12)OC1C3OOC1(C)C
HMDB0034021,C=C(C)C1Cc2c(oc3c4c(cc(O)c3c2=O)OC(C)(C)C=C4)-c2c(O)cc(O)c(O)c21
HMDB0034024,COc1ccc(C2COc3cc(OC)ccc3C2)c(O)c1
HMDB0034027,CC1(C)CCc2c(ccc3c2oc2c4ccc(O)cc4oc(=O)c32)O1
HMDB0034039,O=C1c2cc3ccoc3cc2OC2COc3cc4c(cc3C12)OCO4
HMDB0034042,O=c1oc2cc(O)c(O)cc2c2oc3cc(O)ccc3c12
HMDB0034049,COc1cc2c(cc1-c1cc3cc4ccoc4cc3oc1=O)OCO2
HMDB0034050,CC(C)=CCc1cc2c(cc1O)oc(=O)c1c3ccc(O)cc3oc21
HMDB0034051,Br.C[NH+](C)CCOc1nc2cnccn2c(=O)c1-c1ccccc1
HMDB0034054,CC(C)=CCCC(C)=CCOc1ccc2ccc(=O)oc2c1
HMDB0034056,O=C(O)CCCCc1ccc2c(c1)OCO2
HMDB0034057,CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC5OC56CCCC(=O)C6(C)C4CCC32C)C1
HMDB0034077,CC1=C(C)C(=O)OC(C(C)(O)C2(O)CCC3(O)C4CC(O)C5=CC=CC(=O)C5(C)C4CCC32C)C1
HMDB0034090,CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(O)=C(C(=O)CC(C)C)C1=O
HMDB0034109,CCCC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O
HMDB0034111,CC(C)(O)c1cc2cc3c(cc2o1)OCC1(O)c2ccc(O)cc2OC31
HMDB0034117,COc1ccc(C=Cc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c2)cc1
HMDB0034118,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
HMDB0034119,c1cc2c(cc1OC1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2
HMDB0034125,CC(C)=CCc1c(O)ccc(-c2coc3cc(O)cc(O)c3c2=O)c1O
HMDB0034126,O=C1C(O)=C(c2ccc(O)cc2)C(=O)C1c1ccc(O)cc1
HMDB0034127,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1
HMDB0034130,CC(C)=CCc1c(O)ccc2ccc(=O)oc12
HMDB0034138,O=c1oc2cc(O)ccc2c2oc3cc(O)cc(O)c3c12
HMDB0034139,COc1cc(O)c2c(c1)oc1c3ccc(O)cc3oc(=O)c12
HMDB0034150,O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
HMDB0034179,COc1cc(C2OC(c3ccc(O)c(OC)c3)C(C)C2C)ccc1O
HMDB0034182,COc1cc2oc3c(O)ccc(O)c3c(=O)c2c(O)c1CC=C(C)C
HMDB0034186,CC(C)=CCc1c(O)cc2oc3c(O)ccc(O)c3c(=O)c2c1O
HMDB0034193,CC(O)(C1CC2(C)OC2(C)C(=O)O1)C1CCC2C3CC4OC45C(O)C=CC(=O)C5(C)C3CCC21C
HMDB0034209,COc1nc(=O)c2c([nH]c3ccccc32)s1
HMDB0034212,COC1=CC(=O)OC(C=Cc2ccccc2)C1
HMDB0034213,CC(C)=CCc1c(O)cc(O)c2c1OCC(c1ccc(O)cc1O)C2=O
HMDB0034214,CC(C)=CCc1c(O)ccc2c1OCC(c1ccc(O)cc1O)C2=O
HMDB0034256,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2
HMDB0034264,COc1cc2c(cc1CC=C(C)C)C1Oc3cc(O)ccc3C1(O)CO2
HMDB0034270,COc1cc(C=Cc2ccccc2)oc(=O)c1
HMDB0034272,O=c1ccc2cc3ccoc3cc2o1
HMDB0034277,CCCC=C1OC(=O)C2=C1CCC=C2
HMDB0034279,COc1cc(CCCO)cc2cc(-c3ccc4c(c3)OCO4)oc12
HMDB0034280,COc1cc(CCCOC2OC(CO)C(O)C(O)C2O)cc2cc(-c3ccc4c(c3)OCO4)oc12
HMDB0034291,O=C1c2ccccc2-c2nccc3ccnc1c23
HMDB0034310,COC1=C(O)C(O)=C2C(=O)C(C(C)=O)=C(C)C(O)=C2C1=O
HMDB0034312,COc1c2ccoc2c(OC)c2oc(=O)ccc12
HMDB0034319,Cn1c2ccccc2c(=O)c2c(O)cc3occc3c21
HMDB0034334,CC1CC(C(C)(O)C2CCC3(O)C4C5OC5C5(O)CC=CC(=O)C5(C)C4CCC23C)OC(=O)C1C
HMDB0034344,COc1cc2ccc(=O)oc2cc1O
HMDB0034345,COc1cc2ccc(=O)oc2cc1OC(C)=O
HMDB0034364,CN1C(=O)C(=O)c2cc3c(c4c2c1cc1ccccc14)OCO3
HMDB0034371,O=C(C=CC=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1
HMDB0034376,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12
HMDB0034403,CC(CO)CCC(=O)C(C)C1C(=O)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C
HMDB0034412,COc1c(C2COc3cc(O)ccc3C2)ccc2c1C=COC2(C)C
HMDB0034435,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1
HMDB0034437,c1ccc(-c2ccccc2)cc1
HMDB0034438,C=C(C)C(O)COc1c2ccoc2cc2oc(=O)ccc12
HMDB0034444,O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21
HMDB0034449,O=C1C(O)=Cc2cccc3ccc(-c4ccc(O)cc4)c1c23
HMDB0034512,CC1(C(=O)O)CC2C3=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC3OC1CC32C
HMDB0034566,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)[NH2+]CCC(C)(C)C
HMDB0034588,CCCCOC(=O)C1(O)CC(O)C(O)C(OC(=O)C=Cc2ccc(O)c(O)c2)C1
HMDB0034607,Cc1cc(O)c(O)c(O)c1C(=O)OC1CC2(C)C1=C(CO)C(O)C1CC(C)(C)CC12
HMDB0034618,O=C(OC1C(O)OC(CO)C(O)C1O)c1ccccc1
HMDB0034620,O=C(C=Cc1ccc(O)cc1)OC(C(=O)O)C(O)C(=O)O
HMDB0034621,CC(=O)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)cc1)C(=O)O
HMDB0034644,CC1(C)CC(O)C23COC4(CCC5C6(C)CCC(O)C(C)(C)C6CCC5(C)C4(C)CC2O)C3C1
HMDB0034663,CC1=C(C)C(=O)c2c(O)cccc2C1=O
HMDB0034669,COc1c(O)cc2c3c1-c1ccccc1C(O)C3[NH2+]CC2
HMDB0034690,COC1=Cc2cccc3ccc(-c4ccc(O)cc4)c(c23)C1=O
HMDB0034720,COc1cc(CCC(=O)C=CCCc2ccc(O)cc2)ccc1O
HMDB0034722,CC(C)=CC(=O)CC(C)C1C=CC(C)(O)CC1
HMDB0034752,CCCC=C1OC(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21
HMDB0034757,COc1ccc(CCCOC2OC(CO)C(O)C(O)C2OS(=O)(=O)[O-])cc1
HMDB0034760,COC=C(C(=O)OC)C(=CC=Cc1ccc2c(c1)OC(C)(C)C(OCC=C(C)C)CO2)CO
HMDB0034836,CC(=CCOc1c2occc2cc2ccc(=O)oc12)CC=CC(C)(C)OO
HMDB0034837,C=C(C)C(=O)CCC(C)=CCOc1c2occc2cc2ccc(=O)oc12
HMDB0034838,C=C(C)C(O)CCC(C)=CCOc1c2occc2cc2ccc(=O)oc12
HMDB0034867,COc1cc2c(c(O)c1C(=O)C=Cc1ccc(O)cc1)CC(O)C(C)(C)O2
HMDB0034873,CCOC(=O)C(Cc1c[nH]c2ccccc12)OC1OC(CO)C(O)C(O)C1O
HMDB0034899,CC(n1cc(CC([NH3+])C(=O)O)c2ccccc21)n1cc(CC([NH3+])C(=O)O)c2ccccc21
HMDB0034911,N#CC(NC(=O)CC(=O)O)c1ccccc1
HMDB0034960,CC(=O)OCC(C)c1c(O)c(O)c2c(c1O)C(=O)c1oc(=O)c(C)c3c1C2(C)CC3
HMDB0034981,N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1
HMDB0034999,C=C1COC(=O)C12CC1(C)C(C)CCC(OC(=O)C(C)=CC)C1C2O
HMDB0035001,Cc1c(Cl)c(O)cc(O)c1C(=O)OC1CC2(C)C3CC(C)(C)CC3C=C(C=O)C12O
HMDB0035003,C=C(C)C(O)Cc1c(O)cc(OC)c(C(=O)C=Cc2ccc(O)cc2)c1O
HMDB0035009,O=C(Cc1ccccc1)OCCc1ccccc1
HMDB0035015,CC(C)C(=O)OCCc1ccccc1
HMDB0035018,O=C(C=Cc1ccccc1)OCCc1ccccc1
HMDB0035027,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C3CC(C)(C)CC3C=C(CO)C12O
HMDB0035035,CC(=CCOc1ccc2ccc(=O)oc2c1)CCC=O
HMDB0035062,COc1cc(O)c(C(=O)OC2CC3(C)C2=C(CO)C(O)C2CC(C)(C)CC23)c(C)c1Cl
HMDB0035067,Cc1c(Cl)c(O)cc(O)c1C(=O)OC1CC2(C)C3C(C=C(C=O)C12O)CC(C)(C)C3O
HMDB0035068,Cc1c(Cl)c(O)cc(O)c1C(=O)OC1CC2(C)C3C(C=C(CO)C12O)CC(C)(C)C3O
HMDB0035076,CC(C)COc1ccc2ccccc2c1
HMDB0035081,CC1=CC(=O)CC2(C)CCC(=C(C)C)CC12
HMDB0035084,CC1=CC2C(=C(C)CCC2C(C)C)CC1
HMDB0035086,COc1cc2oc(=O)ccc2cc1C(=O)O
HMDB0035095,CCOc1ccc2c(C)cc(=O)oc2c1
HMDB0035098,CC(C=CC=C(C)C(=O)O)=CC=CC=C(C)C=CC=C(C)C(=O)O
HMDB0035109,CC12CC(c3ccoc3)OC(=O)C1CC(=O)C1C3CC(CC12)OC3=O
HMDB0035129,COc1cc(O)c(C(=O)C=Cc2ccc(O)cc2)c2c1C=CC(C)(C)O2
HMDB0035134,COc1cc(O)c(C(=O)OC2CC3(C)C4CC(C)(C)CC4C=C(C=O)C23O)c(C)c1Cl
HMDB0035136,CC(C)=CCC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O
HMDB0035145,O=C1OC(c2cccs2)c2cccc(O)c21
SDF/HMDB0035186.pdb,CC(C)=CCc1c(-c2cc(O)c(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
HMDB0035191,OCC(O)CC(O)c1nccc2c1[nH]c1ccccc12
HMDB0035193,OCCCC(O)c1nccc2c1[nH]c1ccccc12
HMDB0035195,C=C1C=CC(C(C)C)CC1[N+](=O)[O-]
HMDB0035196,Cc1nccc2c1[nH]c1ccccc12
HMDB0035197,Cc1c2[nH]c3ccccc3c2cc[n+]1[O-]
HMDB0035198,CC(C)=CCCC(C)C12CC=C(C)C1C2
HMDB0035208,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2
HMDB0035213,CC(C)c1cccc(O)c(=O)c1
HMDB0035214,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
HMDB0035223,Cc1cc2c(c(C)c1CCO)C(=O)C(C)(C)C2O
HMDB0035230,O=c1oc2cc3cc(O)c(O)cc3oc-2c1-c1ccc(O)cc1
HMDB0035233,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
HMDB0035254,COC1=C(C)C(=O)c2c(cc(O)cc2C(C)C)C1=O
HMDB0035291,CC1=CC(=O)c2cccc(O)c2C1=O
HMDB0035364,CC(C)=CCCC(C)C1(O)CC=C(C)CC1
HMDB0035366,CC1=C(C)C2C(Cc3ccccc3)NC(=O)C23C(O)C=CC(C)(O)CC(C)CC=CC3C1O
HMDB0035367,CC(=O)OC1C=CC(C)(O)CC(C)CC=CC2C(O)C(C)=C(C)C3C(Cc4ccccc4)NC(=O)C123
HMDB0035371,COc1c(C=CC(=O)c2ccc(O)cc2)ccc2c1CC(C(C)(C)O)O2
HMDB0035373,CC(C)=CCc1c(O)ccc2c1OC(=Cc1ccc(O)c(O)c1)C2=O
HMDB0035403,COc1cc(CCC=CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
HMDB0035404,COc1cc(CCC=CC(=O)CCc2cc(OC)c(O)c(OC)c2)ccc1O
HMDB0035405,COc1cc(CCC(=O)C=CCCc2cc(OC)c(O)c(OC)c2)ccc1O
HMDB0035412,C=C(C)C1CC(=O)C2=CC(=O)CC(C)C2(C)C1
HMDB0035427,COc1cc(O)c(C2CC(=O)c3ccc(O)cc3O2)c(OC)c1CC=C(C)C
HMDB0035428,COc1c(C=CC(=O)c2ccc(O)c(O)c2)ccc(O)c1CC=C(C)C
HMDB0035438,COC(=O)N1CCc2cc(OC)c(OC)c3c2C1CC31C=CC(=O)C=C1
HMDB0035441,C=CCc1cc2c(c(OC3OC(CO)C(O)C(O)C3O)c1)OCO2
HMDB0035446,COC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)C=Cc1ccc(O)c(O)c1
HMDB0035447,CC(=O)Oc1cc(C(C)C)ccc1C
HMDB0035467,COc1c(CC=C(C)C)c(O)cc(O)c1CC(=O)c1ccc(O)cc1O
HMDB0035478,CC(C)=CCc1c(O)cc(C=Cc2ccc(O)cc2O)cc1O
HMDB0035479,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4O)cc13)OC(C)(C)C(O)C2
HMDB0035499,COc1cc2c(c(O)c1C(=O)C=Cc1ccc(O)cc1)C(O)CC(C)(C)O2
HMDB0035501,COc1c(C=CC(=O)c2ccc(O)cc2)ccc2c1C=CC(C)(C)O2
HMDB0035502,COC(=O)C(CO)OC(OC(C#N)c1ccccc1)C(O)C(=O)OC
HMDB0035525,COc1c(CC=C(C)C)c(O)cc(O)c1C1Oc2cc(O)ccc2C1=O
HMDB0035529,CC(C)=CCC1=C(Cl)C(=O)c2c(O)ccc(O)c2C1=O
HMDB0035587,CC1=CC(=CCCC[NH+]2CCCC2C2C=C(C)C(=O)O2)OC1=O
HMDB0035612,CC(C)=CC(=O)CC(C)c1ccc(C)cc1
HMDB0035616,COc1c(C=CC(=O)c2ccc(O)c(O)c2)ccc(O)c1O
HMDB0035665,O=C(O)C1Cc2c([nH]c3ccccc23)C[NH2+]1
HMDB0035689,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C3CC(C)(C)CC3C=C(C=O)C12O
HMDB0035698,COc1cc(CC2COC(=O)C2Cc2ccc(O)c(OC)c2)ccc1O
HMDB0035712,Cc1cc(O)cc2oc(CC(C)O)cc(=O)c12
HMDB0035734,CC(=O)Cc1cc(=O)c2c(C)cc(OC3OC(CO)C(O)C(O)C3O)cc2o1
HMDB0035736,Cc1ccc(C(C)C)cc2c(C=O)ccc1-2
HMDB0035739,C=C(CC=CC(C)(C)O)C1CC=C(C)CC1
HMDB0035742,CC1=CC2C3C4C(=C(C)C3C13C1OC(=O)C(C)C1CCC(C)(O)C23)C1OC(=O)C(C)C1CCC4(C)O
HMDB0035759,CCC1=CCC(C)C2=CC=C(C)C2=C1
HMDB0035767,CC1C=C(C=O)C(CO)C(O)C2CC(C)(C)CC12
HMDB0035774,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C1=C(CO)C(O)C1CC(C)(C)CC12
HMDB0035779,Cc1cc(C(=O)OC2CC3(C)C4CC(C)(C)CC4C(O)C(CO)C23O)c(O)cc1O
HMDB0035790,CC(=O)OC1CC(C)=C2C(=O)C=C(C)C2C2OC(=O)C(C)C12
HMDB0035801,C=C1C=CC(C(C)C)CC1OC(C)=O
HMDB0035805,CCC(C)C(=O)Oc1ccc(OC)cc1C1OC1C
HMDB0035828,C=C1C(=O)OC2C3C(CO)=CC(=O)C3=C(C)CC(OC(=O)Cc3ccc(O)cc3)C12
HMDB0035849,COc1cc(C)c(C(=O)OC2CC3(C)C2=C(CO)C(O)C2CC(C)(C)CC23)c(O)c1
HMDB0035859,COc1cc(C)c(C(=O)OC2CC3(C)C4C(O)C(C)(C)CC4(O)C=C(C=O)C23O)c(O)c1
HMDB0035864,COc1cc(C)c(C(=O)OC2CC3(C)C4C(O)C(C)(CO)CC4(O)C=C(C=O)C23O)c(O)c1
HMDB0035865,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C3C(O)C(C)(C)CC3(O)C=C(C=O)C12O
HMDB0035879,COc1cc2c(c(O)c1CC=C(C)CC(=O)C=C(C)C)COC2=O
HMDB0035880,O=C(C=Cc1ccccc1)OC1C(O)OC(CO)C(O)C1O
HMDB0035896,C=C(C)c1ccc(C)c2ccc(C=O)c-2c1
HMDB0035914,O=C1CCc2c1c(=O)oc1c3c(cc(O)c21)OC1OC=CC31
HMDB0035957,CC(C)=CC(O)CC1(C)OC1C1CCC2C3(C)CCC(O)C(C)(C)C3CCC2(C)C12COC(=O)C2
HMDB0035965,CC1=CC=CC2(C)CC(=O)C(=C(C)C)CC12
HMDB0035970,CCC(=O)C1CC(C)C2(CC(=O)C3(C)C4=CCC5C(C)(CCC(O)C5(C)CO)C4=CCC32C)O1
HMDB0035984,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2C(O)CC2(C)C(c3ccoc3)OC(=O)C3OC321
HMDB0035993,[NH3+]C(CCC(=O)NC1=CC(=O)C(=O)C=C1)C(=O)O
HMDB0036003,C=C(C)C1CCC(C)C2=C(C1)C(C)CC2
HMDB0036026,CC(C)C1CCC2CC(=O)CCC2C1
HMDB0036073,Cc1cocc2c(C=O)ccc1-2
HMDB0036119,C=C1C(=O)OC2CC3(C)CCCC(C)=C3CC12
HMDB0036154,CC(C)=CCCC(C)=C1CC=C(C)CC1
HMDB0036163,C=C1C=CC(C(C)CCC=C(C)C)CC1
HMDB0036164,CC(C)=CCCC(C)C1C=CC(C)=CC1
HMDB0036173,c1ccc(CCCc2ccccn2)cc1
HMDB0036189,O=C(C=Cc1ccccc1)OCC1CCCO1
HMDB0036192,CC(C)=CCCC(C)=CCC1CCCC1=O
HMDB0036207,CCCCCC(=Cc1ccccc1)COC(C)=O
HMDB0036281,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4O)cc13)OC(C(C)(C)O)C2
HMDB0036305,COc1cc(O)cc2oc(=O)c3c4ccc(O)cc4oc3c12
HMDB0036347,O=C(c1ccccc1)C(O)C(O)c1ccccc1
HMDB0036359,CC1=CC(=CCCC[NH2+]CCCC=C2C=C(C)C(=O)O2)OC1=O
HMDB0036369,COc1cc2ccnc(C(OC)c3ccc(O)cc3)c2cc1O
HMDB0036381,COc1cc(C=CC(O)=NCCc2ccc(O)cc2)ccc1O
HMDB0036387,O=C(C=Cc1ccccc1)OCCCc1ccccc1
HMDB0036408,Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O
HMDB0036409,COc1cc2cc(C)c(C)c(C3=CC(OC)C(O)C=C3)c2cc1O
HMDB0036417,CC1=C2C(CC1)C(C)CCC1C2C1(C)C
HMDB0036425,CC(C=CC=C(C)C1C=C2C(C)(C)CC(O)CC2(C)O1)=CC=CC=C(C)CO
HMDB0036443,C=C(C)C1CCC(C)C2=C(C1)C(C)CC2=O
HMDB0036444,C=C(C)C1CCC(C)=C2CCC(C)C2C1
HMDB0036450,CC(C)C1=CC2=C(CCC2C)C(C)CC1
HMDB0036451,Cc1ccc2c(c1)C(C(C)C)=CCC2C
HMDB0036453,CC1=CCC(C(C)C)c2cc(C)ccc21
HMDB0036454,CC1=Cc2c(c(C)cc3occ(C)c23)CC1
HMDB0036457,Cc1cc(O)c2c(c1)Cc1cc(O)cc(O)c1C2=O
HMDB0036463,CC=Cc1ccc(OC(C)C(O)c2cc(OC)c(O)c(OC)c2)c(OC)c1
HMDB0036470,CCc1ccc(C)c2ccc(C)c-2c1
HMDB0036471,CCC1=CCC(C)=C2CC=C(C)C2=C1
HMDB0036586,COc1cc(OC)c2c(c1)C(=O)c1ccccc1C2=O
HMDB0036589,C=C(C)C1CCC2(C)C=CC(=O)C(C)=C2C1
HMDB0036595,CC(C)=CCc1c(O)cc2occ(-c3ccc(O)cc3O)c(=O)c2c1O
HMDB0036605,Cc1cc2c(c(C)c1CC(=O)O)C(=O)C(C)C2
HMDB0036616,O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)ccc12
HMDB0036618,O=c1cc(-c2ccccc2)oc2cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c12
HMDB0036628,COc1c2ccoc2c(O)c2oc(=O)ccc12
HMDB0036644,CC(C)=C1CCC(C)=C2CCC(C)C2C1
HMDB0036677,CC1=CC(OC=C2C(=O)OC3C4=C(CC23)C(O)CCC4(C)C)OC1=O
HMDB0036720,COc1ccc(C2OC(C)C(c3ccc(OC)cc3)OC2C)cc1
HMDB0036738,C=C1CCc2c(C)ccc3c(C=O)c(=O)oc-3c21
HMDB0036768,CC1=CC(=O)c2c(C)coc2CC(C)=CCC1
HMDB0036771,C=C1C(=O)OC2CC(C)=CCCC(C)=CC(OC(C)=O)C12
HMDB0036782,CC12CC(c3ccoc3)OC(=O)C1CC1OC(=O)C3CC(O)CC2C13
HMDB0036794,CC(=O)Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccccc3)c(O)c12
HMDB0036849,CC(C=CC=C(C)C1C=C2C(C)(C)CC(O)CC2(C)O1)=CC=CC=C(C)CCCO
HMDB0036881,CC1=CCC(=C(C)C=O)C(=O)CC(C)=CCC1
HMDB0036929,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C3CC(C)(C)CC3(O)C=C(CO)C12O
HMDB0036936,O=C(C=Cc1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O
HMDB0036938,COc1cc(C=CC(=O)OC2OC(CO)C(O)C(O)C2O)ccc1O
HMDB0036984,CC(C)=CCc1c(O)cc2oc3c(O)cc4c(c3c(=O)c2c1O)CC(O)C(C)(C)O4
HMDB0037030,C=C1C=C2C(C(C)C)CCC(C)C2CC1
HMDB0037039,COC12C(C=O)=CC3CC(C)(C)CC3C1(C)CC2OC(=O)c1c(C)cc(O)cc1O
HMDB0037040,Cc1cc(O)cc(O)c1C(=O)OC1CC2(C)C3CC(C)(C)CC3C=C(C(=O)O)C12O
HMDB0037041,COc1cc(C)c(C(=O)OC2CC3(C)C4C(O)C(C)(C)CC4(O)C=C(CO)C23O)c(O)c1
HMDB0037042,COc1cc(O)c(C(=O)OC2CC3(C)C4C(O)C(C)(C)CC4(O)C=C(CO)C23O)c(C)c1Cl
HMDB0037060,CC1=CCCC2(C)CCC(=C(C)C)CC12
HMDB0037068,C=C1C=CC(C(C)CC(=O)C=C(C)C)CC1
HMDB0037097,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1OC=CC(C)C
HMDB0037104,CC(=O)OC(C)(C)C1CC=C(C)C(=O)C1
HMDB0037109,Oc1ccc(-c2ccc3cccc4c3c2C(O)C(O)C4O)cc1
HMDB0037112,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
HMDB0037113,O=C1CCc2cccc3c2N1CC3
HMDB0037130,CC(C)C(=O)OCc1ccc2c(c1)OCO2
HMDB0037139,CC(=O)CCC1=C(C)C=CCC1(C)C
HMDB0037165,CC1COC(C(C)c2ccccc2)O1
HMDB0037174,CC1=C2CCC(C)C=C2OC1=O
HMDB0037200,COC(=O)C(O)C1OC(=O)C(OC(=O)c2cc(O)c(O)c(O)c2)C1O
HMDB0037218,CC(=O)OC(C)(C)C1CCC(C)C2=C(C1)C(C)CC2
HMDB0037232,Oc1ccc(C2CC(O)c3c(O)cc(O)cc3O2)cc1
HMDB0037245,CC1C(=O)C(C(=O)CCc2ccccc2)C(=O)C(C)(C)C1=O
HMDB0037247,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2
HMDB0037249,CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O
HMDB0037250,COc1c(O)c2c(c(O)c1OC)C(=O)C(Cc1ccc(O)cc1)CO2
HMDB0037251,COc1cc(O)c2c(c1O)OCC(Cc1ccc(O)cc1)C2=O
HMDB0037252,COc1cc(O)c2c(c1OC(C)=O)OCC(Cc1ccc(O)cc1)C2=O
HMDB0037253,COc1cc(O)c2c(c1OC)OCC(Cc1ccc(O)cc1)C2=O
HMDB0037255,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C
HMDB0037272,CCOc1cc(C(C)C)ccc1C
HMDB0037279,CC(C)=CCCC(C)C1CC(O)C(C)=CC1O
HMDB0037316,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
HMDB0037319,COc1cc(O)ccc1C(=O)C=Cc1ccc(O)cc1
HMDB0037320,COc1c(C=CC(=O)c2ccc(O)cc2)ccc(O)c1O
HMDB0037323,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1c1c(O)cc(O)c2c(=O)ccoc12
HMDB0037334,COc1cc(-c2cc(=O)c3c(O)c(O)c(OC)c(OC)c3o2)ccc1O
HMDB0037338,O=CC=Cc1ccc2c(c1)OC(c1ccc3c(c1)OC(CO)C(c1ccc(O)c(O)c1)O3)C(CO)O2
HMDB0037342,CC(=O)OCC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
HMDB0037389,C=C(C)C1CCC(C)=C(OC(C)=O)C1
HMDB0037445,CC(C)=CCc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2
HMDB0037477,COc1ccc(CC2COc3cc(O)cc(O)c3C2=O)cc1O
HMDB0037485,COc1cc(O)c(C)c(O)c1C(=O)C=Cc1ccccc1
HMDB0037489,COc1c(O)cc(O)c2c1OC(c1ccccc1)CC2=O
HMDB0037490,O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21
HMDB0037492,CCOC(=O)C1OC1(C)c1ccc(C)cc1
HMDB0037508,CC(C)(O)CCc1c(O)cc2oc(-c3ccc(O)cc3O)cc(=O)c2c1O
HMDB0037521,COc1ccc(OC)c(N=Nc2c(O)ccc3ccccc23)c1
HMDB0037528,CC1=C2CC(C)(C)CC2C(O)C2=C(C1)C(=O)OC2O
HMDB0037529,CC(CC1=C(CO)COC1=O)C1=CCC(C)(C)C1
HMDB0037531,CC(C)(O)C1OC2CCC3(C)C(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O
HMDB0037552,CC(=O)c1ccc(OC2OC(CO)C(O)C(O)C2O)c(CCO)c1
HMDB0037557,C=C(C(=O)O)C1CCC2(C)C(O)C=CC(=C)C2C1
HMDB0037558,C=C(C(=O)O)C1CCC2(C)C=CC(=O)C(C)=C2C1
HMDB0037563,CC(C)=CC(=O)CC(C)c1ccc(C)cc1O
HMDB0037570,COc1ccc2c(=O)c(OC)c(-c3ccc4c(c3)OCO4)oc2c1
HMDB0037581,CC1OC(Oc2cc(O)cc3c2C(=O)CC(c2ccc(O)cc2)O3)C(O)C(O)C1O
HMDB0037585,CC(C)=CCOc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1
HMDB0037586,CC(C)=CCc1c(O)cc(O)c2c1CCc1cc(O)c(O)cc1-2
HMDB0037608,CC(C)=CC(=O)CC(C)c1ccc(C)c(O)c1
HMDB0037623,CC(C)C(=O)OC(C)(C)c1ccccc1
HMDB0037628,CC=C(C)C(=O)OCCc1ccccc1
HMDB0037667,Cc1ccccc1OC(=O)c1ccccc1O
HMDB0037679,COc1ccccc1OC(=O)Cc1ccccc1
